id	term	region	sex	name	surname	party	change
KamilOkyay.Sındır	26	İzmir	M	Kamil Okyay	Sındır	CHP	
KamilOkyay.Sındır	27	İzmir	M	Kamil Okyay	Sındır	CHP	
Kamran.İnan	21	Van	M	Kamran	İnan	ANAP	
Kani.Beko	27	İzmir	M	Kani	Beko	CHP	
KarabeyKadri.Karaoğlu	25	Bayburt	M	Karabey Kadri	Karaoğlu	MHP	
Kasım.Bostan	26	Balıkesir	M	Kasım	Bostan	AKP	
Kayhan.Türkmenoğlu	23	Van	M	Kayhan	Türkmenoğlu	AKP	
Kazım.Arslan	25	Denizli	M	Kazım	Arslan	CHP	
Kazım.Arslan	26	Denizli	M	Kazım	Arslan	CHP	
Kazım.Arslan	27	Denizli	M	Kazım	Arslan	CHP	Vefat
Kazım.Ataoğlu	23	Bingöl	M	Kazım	Ataoğlu	AKP	
Kazım.Kurt	24	Eskişehir	M	Kazım	Kurt	CHP	
Kazım.Türkmen	22	Ordu	M	Kazım	Türkmen	CHP	
Kemal.Aktaş	24	Van	M	Kemal	Aktaş	Bağımsız	HDP
Kemal.Albayrak	21	Kırıkkale	M	Kemal	Albayrak	FAZILET	
Kemal.Bülbül	27	Antalya	M	Kemal	Bülbül	HDP	
Kemal.Çelik	21	Antalya	M	Kemal	Çelik	DYP	
Kemal.Çelik	27	Antalya	M	Kemal	Çelik	AKP	
Kemal.Değirmendereli	24	Edirne	M	Kemal	Değirmendereli	CHP	
Kemal.Demirel	22	Bursa	M	Kemal	Demirel	CHP	
Kemal.Demirel	23	Bursa	M	Kemal	Demirel	CHP	
Kemal.Derviş	22	İstanbul	M	Kemal	Derviş	CHP	
Kemal.Ekinci	24	Bursa	M	Kemal	Ekinci	CHP	
Kemalettin.Aydın	23	Gümüşhane	M	Kemalettin	Aydın	AKP	
Kemalettin.Aydın	24	Gümüşhane	M	Kemalettin	Aydın	AKP	
Kemalettin.Aydın	25	Gümüşhane	M	Kemalettin	Aydın	AKP	
Kemalettin.Göktaş	22	Trabzon	M	Kemalettin	Göktaş	AKP	
Kemalettin.Göktaş	23	Trabzon	M	Kemalettin	Göktaş	AKP	
Kemalettin.Nalcı	23	Tekirdağ	M	Kemalettin	Nalcı	MHP	
Kemalettin.Yılmaz	24	Afyonkarahisar	M	Kemalettin	Yılmaz	MHP	
Kemalettin.Yılmaztekin	26	Şanlıurfa	M	Kemalettin	Yılmaztekin	AKP	
Kemal.Kabataş	21	Samsun	M	Kemal	Kabataş	DYP	
Kemal.Kılıçdaroğlu	22	İstanbul	M	Kemal	Kılıçdaroğlu	CHP	
Kemal.Kılıçdaroğlu	23	İstanbul	M	Kemal	Kılıçdaroğlu	CHP	
Kemal.Kılıçdaroğlu	24	İstanbul	M	Kemal	Kılıçdaroğlu	CHP	
Kemal.Kılıçdaroğlu	25	İzmir	M	Kemal	Kılıçdaroğlu	CHP	
Kemal.Kılıçdaroğlu	26	İzmir	M	Kemal	Kılıçdaroğlu	CHP	
Kemal.Kılıçdaroğlu	27	İzmir	M	Kemal	Kılıçdaroğlu	CHP	
Kemal.Köse	21	Kocaeli	M	Kemal	Köse	MHP	
Kemal.Peköz	27	Adana	M	Kemal	Peköz	HDP	
Kemal.Sağ	22	Adana	M	Kemal	Sağ	CHP	
Kemal.Tekden	25	Kayseri	M	Kemal	Tekden	AKP	
Kemal.Unakıtan	22	İstanbul	M	Kemal	Unakıtan	AKP	
Kemal.Unakıtan	23	Eskişehir	M	Kemal	Unakıtan	AKP	
Kemal.Vatan	21	İzmir	M	Kemal	Vatan	DSP	
Kemal.Zeybek	25	Samsun	M	Kemal	Zeybek	CHP	
Kemal.Zeybek	26	Samsun	M	Kemal	Zeybek	CHP	
Kemal.Zeybek	27	Samsun	M	Kemal	Zeybek	CHP	
Kenan.Altun	22	Ardahan	M	Kenan	Altun	AKP	
Kenan.Sofuoğlu	27	Sakarya	M	Kenan	Sofuoğlu	AKP	
Kenan.Sönmez	21	Bursa	M	Kenan	Sönmez	ANAP	
KeremAli.Sürekli	25	İzmir	M	Kerem Ali	Sürekli	AKP	
KeremAli.Sürekli	26	İzmir	M	Kerem Ali	Sürekli	AKP	
Kerem.Altun	23	Van	M	Kerem	Altun	AKP	
Kerim.Özkul	22	Konya	M	Kerim	Özkul	AKP	
Kerim.Özkul	23	Konya	M	Kerim	Özkul	AKP	
Kerim.Özkul	24	Konya	M	Kerim	Özkul	AKP	
KıvılcımKemal.Anadol	22	İzmir	M	Kıvılcım Kemal	Anadol	CHP	
KıvılcımKemal.Anadol	23	İzmir	M	Kıvılcım Kemal	Anadol	CHP	
Kıznaz.Türkeli	25	Iğdır	F	Kıznaz	Türkeli	HDP	
Köksal.Toptan	22	Zonguldak	M	Köksal	Toptan	AKP	
Köksal.Toptan	23	Zonguldak	M	Köksal	Toptan	AKP	
Köksal.Toptan	24	Zonguldak	M	Köksal	Toptan	AKP	
Koray.Aydın	21	Ankara	M	Koray	Aydın	MHP	
Koray.Aydın	24	Trabzon	M	Koray	Aydın	MHP	
Koray.Aydın	25	Trabzon	M	Koray	Aydın	MHP	
Koray.Aydın	27	Ankara	M	Koray	Aydın	IYI	
Kürşad.Tüzmen	22	Gaziantep	M	Kürşad	Tüzmen	AKP	
Kürşad.Tüzmen	23	Mersin	M	Kürşad	Tüzmen	AKP	
Kürşat.Atılgan	23	Adana	M	Kürşat	Atılgan	MHP	
Kürşat.Eser	21	Aksaray	M	Kürşat	Eser	MHP	
Kutbettin.Arzu	23	Diyarbakır	M	Kutbettin	Arzu	AKP	
Lale.Karabıyık	25	Bursa	F	Lale	Karabıyık	CHP	
Lale.Karabıyık	26	Bursa	F	Lale	Karabıyık	CHP	
Lale.Karabıyık	27	Bursa	F	Lale	Karabıyık	CHP	
Latif.Öztek	21	Elazığ	M	Latif	Öztek	FAZILET	
Levent.Gök	24	Ankara	M	Levent	Gök	CHP	
Levent.Gök	25	Ankara	M	Levent	Gök	CHP	
Levent.Gök	26	Ankara	M	Levent	Gök	CHP	
Levent.Gök	27	Ankara	M	Levent	Gök	CHP	
Levent.Mıstıkoğlu	21	Hatay	M	Levent	Mıstıkoğlu	ANAP	
Leyla.Birlik	25	Şırnak	F	Leyla	Birlik	HDP	
Leyla.Birlik	26	Şırnak	F	Leyla	Birlik	HDP	
Leyla.Güven	25	Şanlıurfa	F	Leyla	Güven	HDP	
Leyla.Güven	27	Hakkâri	F	Leyla	Güven	HDP	Milletvekilliğinin düşmesi
Leyla.ŞahinUsta	25	Konya	F	Leyla	Şahin Usta	AKP	
Leyla.ŞahinUsta	26	Konya	F	Leyla	Şahin Usta	AKP	
Leyla.ŞahinUsta	27	Konya	F	Leyla	Şahin Usta	AKP	
Leyla.Zana	24	Diyarbakır	F	Leyla	Zana	Bağımsız	HDP
Leyla.Zana	25	Ağrı	F	Leyla	Zana	HDP	
Leyla.Zana	26	Ağrı	F	Leyla	Zana	HDP	Milletvekilliğinin düşmesi
Lezgin.Botan	25	Van	M	Lezgin	Botan	HDP	
Lezgin.Botan	26	Van	M	Lezgin	Botan	HDP	
Lokman.Ayva	22	İstanbul	M	Lokman	Ayva	AKP	
Lokman.Ayva	23	İstanbul	M	Lokman	Ayva	AKP	
Lütfi.Ceylan	21	Tokat	M	Lütfi	Ceylan	MHP	
Lütfi.Çırakoğlu	23	Rize	M	Lütfi	Çırakoğlu	AKP	
Lütfi.Doğan	21	Gümüşhane	M	Lütfi	Doğan	FAZILET	
Lütfi.Elvan	23	Karaman	M	Lütfi	Elvan	AKP	
Lütfi.Elvan	24	Karaman	M	Lütfi	Elvan	AKP	
Lütfi.Elvan	25	Antalya	M	Lütfi	Elvan	AKP	
Lütfi.Elvan	26	Mersin	M	Lütfi	Elvan	AKP	
Lütfi.Elvan	27	Mersin	M	Lütfi	Elvan	AKP	Milletvekilliğinden istifa
Lütfi.Kaşıkçı	27	Hatay	M	Lütfi	Kaşıkçı	MHP	
Lütfi.Yalman	21	Konya	M	Lütfi	Yalman	FAZILET	
Lütfiyeİlksen.CeritoğluKurt	25	Çorum	F	Lütfiye İlksen	Ceritoğlu Kurt	AKP	
Lütfiyeİlksen.CeritoğluKurt	26	Çorum	F	Lütfiye İlksen	Ceritoğlu Kurt	AKP	
LütfiyeSelva.Çam	25	Ankara	F	Lütfiye Selva	Çam	AKP	
LütfiyeSelva.Çam	26	Ankara	F	Lütfiye Selva	Çam	AKP	
LütfiyeSelva.Çam	27	Ankara	F	Lütfiye Selva	Çam	AKP	
Lütfü.Esengün	21	Erzurum	M	Lütfü	Esengün	FAZILET	
Lütfullah.Kayalar	21	Yozgat	M	Lütfullah	Kayalar	ANAP	
Lütfü.Türkkan	24	Kocaeli	M	Lütfü	Türkkan	MHP	
Lütfü.Türkkan	27	Kocaeli	M	Lütfü	Türkkan	IYI	
Mahfuz.Güler	21	Bingöl	M	Mahfuz	Güler	FAZILET	
Mahfuz.Güler	22	Bingöl	M	Mahfuz	Güler	AKP	
Mahir.Polat	27	İzmir	M	Mahir	Polat	CHP	
Mahir.Ünal	24	Kahramanmaraş	M	Mahir	Ünal	AKP	
Mahir.Ünal	25	Kahramanmaraş	M	Mahir	Ünal	AKP	
Mahir.Ünal	26	Kahramanmaraş	M	Mahir	Ünal	AKP	
Mahir.Ünal	27	Kahramanmaraş	M	Mahir	Ünal	AKP	
MahmutAtilla.Kaya	26	İzmir	M	Mahmut Atilla	Kaya	AKP	
MahmutAtilla.Kaya	27	İzmir	M	Mahmut Atilla	Kaya	AKP	
Mahmut.Bozkurt	21	Adıyaman	M	Mahmut	Bozkurt	ANAP	
MahmutCeladet.Gaydalı	25	Bitlis	M	Mahmut Celadet	Gaydalı	HDP	
MahmutCeladet.Gaydalı	26	Bitlis	M	Mahmut Celadet	Gaydalı	HDP	
MahmutCeladet.Gaydalı	27	Bitlis	M	Mahmut Celadet	Gaydalı	HDP	
Mahmut.Dede	23	Nevşehir	M	Mahmut	Dede	AKP	
Mahmut.Durdu	22	Gaziantep	M	Mahmut	Durdu	AKP	
Mahmut.Durdu	23	Gaziantep	M	Mahmut	Durdu	AKP	
Mahmut.Duyan	22	Mardin	M	Mahmut	Duyan	CHP	
Mahmut.Erdir	21	Eskişehir	M	Mahmut	Erdir	DSP	
MahmutEsat.Güven	23	Kars	M	Mahmut Esat	Güven	AKP	
Mahmut.Göksu	21	Adıyaman	M	Mahmut	Göksu	FAZILET	
Mahmut.Göksu	22	Adıyaman	M	Mahmut	Göksu	AKP	
Mahmut.Kaçar	24	Urfa	M	Mahmut	Kaçar	AKP	
Mahmut.Kaçar	26	Şanlıurfa	M	Mahmut	Kaçar	AKP	
Mahmut.Kaplan	22	Şanlıurfa	M	Mahmut	Kaplan	AKP	
Mahmut.Koçak	22	Afyonkarahisar	M	Mahmut	Koçak	AKP	
MahmutMücahit.Fındıklı	23	Malatya	M	Mahmut Mücahit	Fındıklı	AKP	
MahmutMücahit.Fındıklı	24	Malatya	M	Mahmut Mücahit	Fındıklı	AKP	
MahmutNedim.Bilgiç	21	Adıyaman	M	Mahmut Nedim	Bilgiç	DYP	
Mahmut.Poyrazlı	25	Balıkesir	M	Mahmut	Poyrazlı	AKP	
Mahmut.Poyrazlı	26	Balıkesir	M	Mahmut	Poyrazlı	AKP	
MahmutSami.Mallı	25	Ankara	M	Mahmut Sami	Mallı	AKP	
Mahmut.Tanal	24	İstanbul	M	Mahmut	Tanal	CHP	
Mahmut.Tanal	25	İstanbul	M	Mahmut	Tanal	CHP	
Mahmut.Tanal	26	İstanbul	M	Mahmut	Tanal	CHP	
Mahmut.Tanal	27	İstanbul	M	Mahmut	Tanal	CHP	
Mahmut.Toğrul	25	Gaziantep	M	Mahmut	Toğrul	HDP	
Mahmut.Toğrul	26	Gaziantep	M	Mahmut	Toğrul	HDP	
Mahmut.Toğrul	27	Gaziantep	M	Mahmut	Toğrul	HDP	
MahmutUğur.Çetin	22	Niğde	M	Mahmut Uğur	Çetin	AKP	
Mahmut.Yıldız	22	Şanlıurfa	M	Mahmut	Yıldız	CHP	
MalikEcder.Özdemir	23	Sivas	M	Malik Ecder	Özdemir	CHP	
MalikEcder.Özdemir	24	Sivas	M	Malik Ecder	Özdemir	CHP	
MalikiEjder.Arvas	21	Van	M	Maliki Ejder	Arvas	FAZILET	
MalikiEjder.Arvas	22	Van	M	Maliki Ejder	Arvas	AKP	
Markar.Esayan	25	İstanbul	M	Markar	Esayan	AKP	
Markar.Esayan	26	İstanbul	M	Markar	Esayan	AKP	
Markar.Esayan	27	İstanbul	M	Markar	Esayan	AKP	Vefat
Masum.Türker	21	İstanbul	M	Masum	Türker	DSP	
Mazhar.Bağlı	25	Şanlıurfa	M	Mazhar	Bağlı	AKP	
Mazlum.Nurlu	25	Manisa	M	Mazlum	Nurlu	CHP	
Mazlum.Nurlu	26	Manisa	M	Mazlum	Nurlu	CHP	
Mecit.Piruzbeyoğlu	21	Hakkâri	M	Mecit	Piruzbeyoğlu	ANAP	
Medeni.Yılmaz	22	Muş	M	Medeni	Yılmaz	AKP	
Medeni.Yılmaz	23	Muş	M	Medeni	Yılmaz	AKP	
Mehmet.Ağar	21	Elazığ	M	Mehmet	Ağar	Bağımsız	
Mehmet.Ağar	22	Elazığ	M	Mehmet	Ağar	Bağımsız	
MehmetAkif.Hamzaçebi	24	İstanbul	M	Mehmet Akif	Hamzaçebi	CHP	
MehmetAkif.Hamzaçebi	25	İstanbul	M	Mehmet Akif	Hamzaçebi	CHP	
MehmetAkif.Hamzaçebi	26	İstanbul	M	Mehmet Akif	Hamzaçebi	CHP	
MehmetAkif.Hamzaçebi	27	İstanbul	M	Mehmet Akif	Hamzaçebi	CHP	
MehmetAkif.Paksoy	23	Kahramanmaraş	M	Mehmet Akif	Paksoy	MHP	
MehmetAkif.Yılmaz	25	Kocaeli	M	Mehmet Akif	Yılmaz	AKP	
MehmetAkif.Yılmaz	26	Kocaeli	M	Mehmet Akif	Yılmaz	AKP	
MehmetAkif.Yılmaz	27	Kocaeli	M	Mehmet Akif	Yılmaz	AKP	
Mehmet.Akyürek	24	Urfa	M	Mehmet	Akyürek	AKP	
Mehmet.Akyürek	26	Şanlıurfa	M	Mehmet	Akyürek	AKP	
Mehmet.Alğan	25	Hatay	M	Mehmet	Alğan	AKP	
MehmetAli.Arıkan	22	Eskişehir	M	Mehmet Ali	Arıkan	CHP	
MehmetAli.Aslan	25	Mardin	M	Mehmet Ali	Aslan	HDP	
MehmetAli.Aslan	26	Batman	M	Mehmet Ali	Aslan	HDP	
MehmetAli.Bilici	21	Adana	M	Mehmet Ali	Bilici	ANAP	
MehmetAli.Bulut	22	Kahramanmaraş	M	Mehmet Ali	Bulut	AKP	
MehmetAli.Çelebi	27	İzmir	M	Mehmet Ali	Çelebi	CHP	Bağımsız
MehmetAli.Cevheri	26	Şanlıurfa	M	Mehmet Ali	Cevheri	AKP	
MehmetAli.Cevheri	27	Şanlıurfa	M	Mehmet Ali	Cevheri	AKP	
MehmetAli.Ediboğlu	24	Hatay	M	Mehmet Ali	Ediboğlu	CHP	
MehmetAli.İrtemçelik	21	İstanbul	M	Mehmet Ali	İrtemçelik	ANAP	
MehmetAli.Okur	24	Kocaeli	M	Mehmet Ali	Okur	AKP	
MehmetAli.Özkan	27	Manisa	M	Mehmet Ali	Özkan	AKP	
MehmetAli.Özpolat	22	İstanbul	M	Mehmet Ali	Özpolat	CHP	
MehmetAli.Özpolat	23	İstanbul	M	Mehmet Ali	Özpolat	CHP	
MehmetAli.Pulcu	25	İstanbul	M	Mehmet Ali	Pulcu	AKP	
MehmetAli.Pulcu	26	İstanbul	M	Mehmet Ali	Pulcu	AKP	
MehmetAli.Şahin	21	İstanbul	M	Mehmet Ali	Şahin	FAZILET	
MehmetAli.Şahin	22	İstanbul	M	Mehmet Ali	Şahin	AKP	
MehmetAli.Şahin	23	Antalya	M	Mehmet Ali	Şahin	AKP	
MehmetAli.Şahin	24	Karabük	M	Mehmet Ali	Şahin	AKP	
MehmetAli.Şahin	26	Karabük	M	Mehmet Ali	Şahin	AKP	
MehmetAli.Susam	23	İzmir	M	Mehmet Ali	Susam	CHP	
MehmetAli.Susam	24	İzmir	M	Mehmet Ali	Susam	CHP	
MehmetAli.Yavuz	21	Konya	M	Mehmet Ali	Yavuz	DYP	
Mehmet.Alp	22	Burdur	M	Mehmet	Alp	AKP	
Mehmet.Alp	23	Burdur	M	Mehmet	Alp	AKP	
MehmetAltan.Karapaşaoğlu	21	Bursa	M	Mehmet Altan	Karapaşaoğlu	FAZILET	
MehmetAltan.Karapaşaoğlu	22	Bursa	M	Mehmet Altan	Karapaşaoğlu	AKP	
MehmetAltan.Karapaşaoğlu	23	Bursa	M	Mehmet Altan	Karapaşaoğlu	AKP	
Mehmet.Altay	24	Uşak	M	Mehmet	Altay	AKP	
Mehmet.Altay	25	Uşak	M	Mehmet	Altay	AKP	
Mehmet.Altay	26	Uşak	M	Mehmet	Altay	AKP	
Mehmet.Altay	27	Uşak	M	Mehmet	Altay	AKP	
Mehmet.Arslan	21	Ankara	M	Mehmet	Arslan	MHP	
MehmetAsım.Kulak	22	Bartın	M	Mehmet Asım	Kulak	AKP	
MehmetAtilla.Maraş	22	Şanlıurfa	M	Mehmet Atilla	Maraş	AKP	
Mehmet.Ay	21	Gaziantep	M	Mehmet	Ay	MHP	
Mehmet.Aydın	22	İzmir	M	Mehmet	Aydın	AKP	
Mehmet.Aydın	23	İzmir	M	Mehmet	Aydın	AKP	
Mehmet.Babaoğlu	25	Konya	M	Mehmet	Babaoğlu	AKP	
Mehmet.Babaoğlu	26	Konya	M	Mehmet	Babaoğlu	AKP	
Mehmet.Batuk	21	Kocaeli	M	Mehmet	Batuk	FAZILET	
Mehmet.Baysarı	21	Antalya	M	Mehmet	Baysarı	DYP	
MehmetBedri.İncetahtacı	21	Gaziantep	M	Mehmet Bedri	İncetahtacı	FAZILET	
Mehmet.Bekaroğlu	21	Rize	M	Mehmet	Bekaroğlu	FAZILET	
Mehmet.Bekaroğlu	25	İstanbul	M	Mehmet	Bekaroğlu	CHP	
Mehmet.Bekaroğlu	26	İstanbul	M	Mehmet	Bekaroğlu	CHP	
Mehmet.Bekaroğlu	27	İstanbul	M	Mehmet	Bekaroğlu	CHP	
MehmetBeşir.Hamidi	22	Mardin	M	Mehmet Beşir	Hamidi	AKP	
MehmetBeyazıt.Denizolgun	22	İstanbul	M	Mehmet Beyazıt	Denizolgun	AKP	
MehmetBeyazıt.Denizolgun	23	İstanbul	M	Mehmet Beyazıt	Denizolgun	AKP	
Mehmet.Boztaş	22	Aydın	M	Mehmet	Boztaş	CHP	
MehmetBülent.Karataş	27	İstanbul	M	Mehmet Bülent	Karataş	MHP	
Mehmet.Çakar	21	Samsun	M	Mehmet	Çakar	ANAP	
MehmetCavit.Kavak	21	İstanbul	M	Mehmet Cavit	Kavak	ANAP	
MehmetCelal.Fendoğlu	27	Malatya	M	Mehmet Celal	Fendoğlu	MHP	
MehmetCemal.Öztaylan	23	Balıkesir	M	Mehmet Cemal	Öztaylan	AKP	
MehmetCemal.Öztaylan	24	Balıkesir	M	Mehmet Cemal	Öztaylan	AKP	
MehmetCengiz.Güleç	21	Sivas	M	Mehmet Cengiz	Güleç	DSP	
Mehmet.Çerçi	22	Manisa	M	Mehmet	Çerçi	AKP	
Mehmet.Çerçi	23	Manisa	M	Mehmet	Çerçi	AKP	
Mehmet.Ceylan	21	Sivas	M	Mehmet	Ceylan	MHP	
Mehmet.Ceylan	22	Karabük	M	Mehmet	Ceylan	AKP	
Mehmet.Ceylan	23	Karabük	M	Mehmet	Ceylan	AKP	
Mehmet.Çiçek	21	Yozgat	M	Mehmet	Çiçek	FAZILET	
Mehmet.Çiçek	22	Yozgat	M	Mehmet	Çiçek	AKP	
Mehmet.Çiçek	23	Yozgat	M	Mehmet	Çiçek	AKP	
MehmetCihat.Özönder	23	İstanbul	M	Mehmet Cihat	Özönder	MHP	
MehmetCihat.Sezal	27	Kahramanmaraş	M	Mehmet Cihat	Sezal	AKP	
Mehmet.Çümen	21	İzmir	M	Mehmet	Çümen	DSP	
Mehmet.Daniş	22	Çanakkale	M	Mehmet	Daniş	AKP	
Mehmet.Daniş	23	Çanakkale	M	Mehmet	Daniş	AKP	
Mehmet.Daniş	24	Çanakkale	M	Mehmet	Daniş	AKP	
Mehmet.Demir	26	Kırıkkale	M	Mehmet	Demir	AKP	
MehmetDoğan.Kubat	24	İstanbul	M	Mehmet Doğan	Kubat	AKP	
MehmetDoğan.Kubat	25	İstanbul	M	Mehmet Doğan	Kubat	AKP	
MehmetDoğan.Kubat	26	İstanbul	M	Mehmet Doğan	Kubat	AKP	
MehmetDoğan.Kubat	27	İstanbul	M	Mehmet Doğan	Kubat	AKP	
Mehmet.Domaç	23	İstanbul	M	Mehmet	Domaç	AKP	
Mehmet.Domaç	24	İstanbul	M	Mehmet	Domaç	AKP	
Mehmet.Dönen	21	Hatay	M	Mehmet	Dönen	DYP	
Mehmet.Dülger	22	Antalya	M	Mehmet	Dülger	AKP	
Mehmet.Ekici	23	Yozgat	M	Mehmet	Ekici	MHP	
Mehmet.Elkatmış	21	Nevşehir	M	Mehmet	Elkatmış	FAZILET	
Mehmet.Elkatmış	22	Nevşehir	M	Mehmet	Elkatmış	AKP	
MehmetEmin.Adıyaman	25	Iğdır	M	Mehmet Emin	Adıyaman	HDP	
MehmetEmin.Adıyaman	26	Iğdır	M	Mehmet Emin	Adıyaman	HDP	
MehmetEmin.Dindar	24	Şırnak	M	Mehmet Emin	Dindar	AKP	
MehmetEmin.Ekmen	23	Batman	M	Mehmet Emin	Ekmen	AKP	
MehmetEmin.İlhan	25	Ağrı	M	Mehmet Emin	İlhan	HDP	
MehmetEminMurat.Bilgiç	22	Isparta	M	Mehmet Emin Murat	Bilgiç	AKP	
MehmetEmin.Şimşek	25	Muş	M	Mehmet Emin	Şimşek	AKP	
MehmetEmin.Şimşek	26	Muş	M	Mehmet Emin	Şimşek	AKP	
MehmetEmin.Şimşek	27	Muş	M	Mehmet Emin	Şimşek	AKP	
MehmetEmin.Tutan	22	Bursa	M	Mehmet Emin	Tutan	AKP	
MehmetEmin.Tutan	23	Bursa	M	Mehmet Emin	Tutan	AKP	
MehmetEmrehan.Halıcı	23	Ankara	M	Mehmet Emrehan	Halıcı	CHP	
Mehmet.Eraslan	22	Hatay	M	Mehmet	Eraslan	AKP	
Mehmet.Erdem	23	Aydın	M	Mehmet	Erdem	AKP	
Mehmet.Erdem	24	Aydın	M	Mehmet	Erdem	AKP	
Mehmet.Erdem	26	Aydın	M	Mehmet	Erdem	AKP	
Mehmet.Erdemir	22	Yozgat	M	Mehmet	Erdemir	AKP	
Mehmet.Erdoğan1	23	Gaziantep	M	Mehmet	Erdoğan	AKP	
Mehmet.Erdoğan1	24	Gaziantep	M	Mehmet	Erdoğan	AKP	
Mehmet.Erdoğan1	25	Gaziantep	M	Mehmet	Erdoğan	AKP	
Mehmet.Erdoğan1	26	Gaziantep	M	Mehmet	Erdoğan	AKP	
Mehmet.Erdoğan1	27	Gaziantep	M	Mehmet	Erdoğan	AKP	
Mehmet.Erdoğan2	23	Adıyaman	M	Mehmet	Erdoğan	AKP	
Mehmet.Erdoğan2	24	Adıyaman	M	Mehmet	Erdoğan	AKP	
Mehmet.Erdoğan3	24	Muğla	M	Mehmet	Erdoğan	MHP	
Mehmet.Erdoğan3	25	Muğla	M	Mehmet	Erdoğan	MHP	
Mehmet.Erdoğan3	26	Muğla	M	Mehmet	Erdoğan	MHP	
MehmetErgün.Dağcıoğlu	21	Tokat	M	Mehmet Ergün	Dağcıoğlu	FAZILET	
MehmetErgün.Dağcıoğlu	22	Tokat	M	Mehmet Ergün	Dağcıoğlu	AKP	
Mehmet.Ersoy	24	Sinop	M	Mehmet	Ersoy	AKP	
Mehmet.Ersoy	24	Sinop	M	Mehmet Nuri	Ersoy	AKP	
MehmetFaruk.Bayrak	22	Şanlıurfa	M	Mehmet Faruk	Bayrak	AKP	
MehmetFatih.Atay	25	Aydın	M	Mehmet Fatih	Atay	CHP	
MehmetFehmi.Uyanık	22	Diyarbakır	M	Mehmet Fehmi	Uyanık	AKP	
MehmetFevzi.Şıhanlıoğlu	21	Şanlıurfa	M	Mehmet Fevzi	Şıhanlıoğlu	DYP	
MehmetFuat.Fırat	21	İstanbul	M	Mehmet Fuat	Fırat	FAZILET	
MehmetGalip.Ensarioğlu	24	Diyarbakır	M	Mehmet Galip	Ensarioğlu	AKP	
MehmetGalip.Ensarioğlu	26	Diyarbakır	M	Mehmet Galip	Ensarioğlu	AKP	
Mehmet.Geldi	24	Giresun	M	Mehmet	Geldi	AKP	
Mehmet.Gökdağ	25	Gaziantep	M	Mehmet	Gökdağ	CHP	
Mehmet.Gökdağ	26	Gaziantep	M	Mehmet	Gökdağ	CHP	
Mehmet.Göker	25	Burdur	M	Mehmet	Göker	CHP	
Mehmet.Göker	26	Burdur	M	Mehmet	Göker	CHP	
Mehmet.Göker	27	Burdur	M	Mehmet	Göker	CHP	
Mehmet.Gölhan	21	Konya	M	Mehmet	Gölhan	DYP	
Mehmet.Gözlükaya	21	Denizli	M	Mehmet	Gözlükaya	DYP	
Mehmet.Gül	21	İstanbul	M	Mehmet	Gül	MHP	
Mehmet.Günal	23	Antalya	M	Mehmet	Günal	MHP	
Mehmet.Günal	24	Antalya	M	Mehmet	Günal	MHP	
Mehmet.Günal	25	Antalya	M	Mehmet	Günal	MHP	
Mehmet.Günal	26	Antalya	M	Mehmet	Günal	MHP	
Mehmet.Güner	22	Bolu	M	Mehmet	Güner	AKP	
Mehmet.Güneş	21	Şanlıurfa	M	Mehmet	Güneş	ANAP	
Mehmet.Güzelmansur	27	Hatay	M	Mehmet	Güzelmansur	CHP	
Mehmet.Haberal	24	Zonguldak	M	Mehmet	Haberal	CHP	
MehmetHabib.Soluk	27	Sivas	M	Mehmet Habib	Soluk	AKP	
MehmetHabip.Soluk	27	Sivas	M	Mehmet Habip	Soluk	AKP	
MehmetHalit.Dağlı	21	Adana	M	Mehmet Halit	Dağlı	DYP	
MehmetHalit.Demir	23	Mardin	M	Mehmet Halit	Demir	AKP	
MehmetHanifi.Alır	23	Ağrı	M	Mehmet Hanifi	Alır	AKP	
MehmetHanifi.Tiryaki	21	Gaziantep	M	Mehmet Hanifi	Tiryaki	MHP	
MehmetHilal.Kaplan	24	Kocaeli	M	Mehmet Hilal	Kaplan	CHP	
MehmetHilmi.Güler	22	Ordu	M	Mehmet Hilmi	Güler	AKP	
MehmetHilmi.Güler	23	Ordu	M	Mehmet Hilmi	Güler	AKP	
Mehmetİhsan.Arslan	22	Diyarbakır	M	Mehmet İhsan	Arslan	AKP	
Mehmetİlker.Çitil	25	Kahramanmaraş	M	Mehmet İlker	Çitil	AKP	
Mehmetİlker.Çitil	26	Kahramanmaraş	M	Mehmet İlker	Çitil	AKP	
Mehmet.Işık	22	Giresun	M	Mehmet	Işık	CHP	
Mehmet.Kartal	22	Van	M	Mehmet	Kartal	AKP	
MehmetKasım.Gülpınar	24	Urfa	M	Mehmet Kasım	Gülpınar	AKP	
MehmetKasım.Gülpınar	25	Şanlıurfa	M	Mehmet Kasım	Gülpınar	AKP	
MehmetKasım.Gülpınar	26	Şanlıurfa	M	Mehmet Kasım	Gülpınar	AKP	
MehmetKasım.Gülpınar	27	Şanlıurfa	M	Mehmet Kasım	Gülpınar	AKP	
Mehmet.Kaya	21	Kahramanmaraş	M	Mehmet	Kaya	MHP	
Mehmet.Keçeciler	21	Konya	M	Mehmet	Keçeciler	ANAP	
MehmetKerim.Yıldız	22	Ağrı	M	Mehmet Kerim	Yıldız	AKP	
MehmetKerim.Yıldız	24	Ağrı	M	Mehmet Kerim	Yıldız	AKP	
