id	term	region	sex	name	surname	party	change
Abbas.Bozyel	21	Iğdır	M	Abbas	Bozyel	MHP	
AbdulAhat.Andican	21	İstanbul	M	Abdul Ahat	Andican	ANAP	
AbdulAhat.Andican	27	İstanbul	M	Abdul Ahat	Andican	IYI	
Abdulahat.Arvas	27	Van	M	Abdulahat	Arvas	AKP	
Abdulaziz.Yazar	22	Hatay	M	Abdulaziz	Yazar	CHP	
Abdulaziz.Yazar	23	Hatay	M	Abdulaziz	Yazar	CHP	
Abdulbaki.Erdoğmuş	21	Diyarbakır	M	Abdulbaki	Erdoğmuş	ANAP	
Abdulbaki.Türkoğlu	22	Elazığ	M	Abdulbaki	Türkoğlu	AKP	
Abdulhadi.Akaydın	23	Diyarbakır	M	Abdulhadi	Akaydın	AKP	
Abdülhadi.Kahya	23	Hatay	M	Abdülhadi	Kahya	AKP	
AbdulhalukMehmet.Çay	21	Çorum	M	Abdulhaluk Mehmet	Çay	MHP	
Abdülhamit.Gül	25	Gaziantep	M	Abdülhamit	Gül	AKP	
Abdulhamit.Gül	26	Gaziantep	M	Abdulhamit	Gül	AKP	
Abdulhamit.Gül	27	Gaziantep	M	Abdulhamit	Gül	AKP	Milletvekilliğinden istifa
Abdülkadir.Akcan	21	Afyonkarahisar	M	Abdülkadir	Akcan	MHP	
Abdülkadir.Akcan	23	Afyonkarahisar	M	Abdülkadir	Akcan	MHP	
Abdulkadir.Akgül	23	Yozgat	M	Abdulkadir	Akgül	AKP	
Abdülkadir.Akgül	25	Yozgat	M	Abdülkadir	Akgül	AKP	
Abdülkadir.Akgül	26	Yozgat	M	Abdülkadir	Akgül	AKP	
Abdülkadir.Aksu	21	İstanbul	M	Abdülkadir	Aksu	FAZILET	
Abdülkadir.Aksu	22	İstanbul	M	Abdülkadir	Aksu	AKP	
Abdülkadir.Aksu	23	İstanbul	M	Abdülkadir	Aksu	AKP	
Abdülkadir.Aksu	24	İstanbul	M	Abdülkadir	Aksu	AKP	
Abdülkadir.Ateş	22	Gaziantep	M	Abdülkadir	Ateş	CHP	
AbdulkadirEmin.Önen	23	Şanlıurfa	M	Abdulkadir Emin	Önen	AKP	
AbdulkadirEmin.Önen	24	Urfa	M	Abdulkadir Emin	Önen	AKP	
Abdulkadir.Karaduman	27	Konya	M	Abdulkadir	Karaduman	CHP	SAADET
Abdulkadir.Kart	22	Rize	M	Abdulkadir	Kart	AKP	
Abdulkadir.Özel	27	Hatay	M	Abdulkadir	Özel	AKP	
Abdulkadir.Yüksel	26	Gaziantep	M	Abdulkadir	Yüksel	AKP	Vefat
Abdülkerim.Aydemir	23	Ağrı	M	Abdülkerim	Aydemir	AKP	
Abdulkerim.Gök	24	Urfa	M	Abdulkerim	Gök	AKP	
Abdullah.Ağralı	25	Konya	M	Abdullah	Ağralı	AKP	
Abdullah.Ağralı	26	Konya	M	Abdullah	Ağralı	AKP	
Abdullah.Ağralı	27	Konya	M	Abdullah	Ağralı	AKP	
Abdullah.Başcı	26	İstanbul	M	Abdullah	Başcı	AKP	
Abdullah.Çalışkan	22	Adana	M	Abdullah	Çalışkan	AKP	
Abdullah.Çalışkan	23	Kırşehir	M	Abdullah	Çalışkan	AKP	
Abdullah.Çalışkan	24	Kırşehir	M	Abdullah	Çalışkan	AKP	
Abdullah.Çetinkaya	22	Konya	M	Abdullah	Çetinkaya	AKP	
Abdullah.Çetinkaya	23	Konya	M	Abdullah	Çetinkaya	AKP	
Abdullah.Doğru	27	Adana	M	Abdullah	Doğru	AKP	
AbdullahErdem.Cantimur	22	Kütahya	M	Abdullah Erdem	Cantimur	AKP	
Abdullah.Gül	21	Kayseri	M	Abdullah	Gül	FAZILET	
Abdullah.Gül	22	Kayseri	M	Abdullah	Gül	AKP	
Abdullah.Gül	23	Kayseri	M	Abdullah	Gül	AKP	
Abdullah.Güler	27	İstanbul	M	Abdullah	Güler	AKP	
Abdullah.Koç	27	Ağrı	M	Abdullah	Koç	HDP	
AbdullahLevent.Tüzel	24	İstanbul	M	Abdullah Levent	Tüzel	Bağımsız	HDP
AbdullahLevent.Tüzel	25	İstanbul	M	Abdullah Levent	Tüzel	HDP	
AbdullahNejat.Koçer	24	Gaziantep	M	Abdullah Nejat	Koçer	AKP	
AbdullahNejat.Koçer	25	Gaziantep	M	Abdullah Nejat	Koçer	AKP	
AbdullahNejat.Koçer	26	Gaziantep	M	Abdullah Nejat	Koçer	AKP	
AbdullahNejat.Koçer	27	Gaziantep	M	Abdullah Nejat	Koçer	AKP	
Abdullah.Özer	23	Bursa	M	Abdullah	Özer	CHP	
Abdullah.Öztürk	26	Kırıkkale	M	Abdullah	Öztürk	AKP	
Abdullah.Torun	22	Adana	M	Abdullah	Torun	AKP	
AbdullahTuran.Bilge	21	Konya	M	Abdullah Turan	Bilge	DSP	
AbdullahVeli.Seyda	21	Şırnak	M	Abdullah Veli	Seyda	FAZILET	
AbdullahVeli.Seyda	22	Şırnak	M	Abdullah Veli	Seyda	AKP	
AbdullahVeli.Seyda	23	Şırnak	M	Abdullah Veli	Seyda	AKP	
Abdullah.Zeydan	25	Hakkâri	M	Abdullah	Zeydan	HDP	
Abdullah.Zeydan	26	Hakkâri	M	Abdullah	Zeydan	HDP	
Abdüllatif.Şener	21	Sivas	M	Abdüllatif	Şener	FAZILET	
Abdüllatif.Şener	22	Sivas	M	Abdüllatif	Şener	AKP	
Abdullatif.Şener	27	Konya	M	Abdullatif	Şener	CHP	
Abdüllatif.Şener	27	Konya	M	Abdüllatif	Şener	CHP	
Abdulmecit.Alp	22	Bursa	M	Abdulmecit	Alp	AKP	
Abdülmuttalip.Özbek	23	Hakkâri	M	Abdülmuttalip	Özbek	AKP	
Abdulsamet.Turgut	21	Diyarbakır	M	Abdulsamet	Turgut	DSP	
Abdurrahim.Akdağ	24	Mardin	M	Abdurrahim	Akdağ	AKP	
Abdurrahim.Aksoy	22	Bitlis	M	Abdurrahim	Aksoy	AKP	
Abdurrahim.Boynukalın	25	İstanbul	M	Abdurrahim	Boynukalın	AKP	
Abdurrahman.Anık	22	Bingöl	M	Abdurrahman	Anık	AKP	
Abdurrahman.Arıcı	23	Antalya	M	Abdurrahman	Arıcı	AKP	
Abdurrahman.Başkan	25	Tokat	M	Abdurrahman	Başkan	MHP	
Abdurrahman.Başkan	27	Antalya	M	Abdurrahman	Başkan	MHP	
Abdurrahman.Dodurgalı	23	Sinop	M	Abdurrahman	Dodurgalı	AKP	
Abdurrahman.Küçük	21	Ankara	M	Abdurrahman	Küçük	MHP	
Abdurrahman.Kurt	23	Diyarbakır	M	Abdurrahman	Kurt	AKP	
AbdurrahmanMüfit.Yetkin	22	Şanlıurfa	M	Abdurrahman Müfit	Yetkin	AKP	
AbdurrahmanMüfit.Yetkin	23	Şanlıurfa	M	Abdurrahman Müfit	Yetkin	AKP	
Abdurrahman.Öz	25	Aydın	M	Abdurrahman	Öz	AKP	
Abdurrahman.Öz	26	Aydın	M	Abdurrahman	Öz	AKP	
Abdurrahman.Tutdere	27	Adıyaman	M	Abdurrahman	Tutdere	CHP	
Abdurrezzak.Erten	22	İzmir	M	Abdurrezzak	Erten	CHP	
Abdurrezzak.Erten	23	İzmir	M	Abdurrezzak	Erten	CHP	
Adem.Baştürk	22	Kayseri	M	Adem	Baştürk	AKP	
Adem.Geveri	26	Van	M	Adem	Geveri	HDP	
Adem.Özcaner	25	Van	M	Adem	Özcaner	HDP	
Adem.Tatlı	22	Giresun	M	Adem	Tatlı	AKP	
Adem.Tatlı	24	Giresun	M	Adem	Tatlı	AKP	
Adem.Tatlı	25	Giresun	M	Adem	Tatlı	AKP	
Adem.Yeşildal	24	Hatay	M	Adem	Yeşildal	AKP	
Adem.Yeşildal	25	Hatay	M	Adem	Yeşildal	AKP	
Adem.Yeşildal	26	Hatay	M	Adem	Yeşildal	AKP	
Adil.Çelik	27	Balıkesir	M	Adil	Çelik	AKP	
Adil.Zozani	24	Hakkâri	M	Adil	Zozani	Bağımsız	HDP
Adnan.Boynukara	25	Adıyaman	M	Adnan	Boynukara	AKP	
Adnan.Boynukara	26	Adıyaman	M	Adnan	Boynukara	AKP	
AdnanFatin.Özdemir	21	Adana	M	Adnan Fatin	Özdemir	MHP	
Adnan.Günnar	25	Trabzon	M	Adnan	Günnar	AKP	
Adnan.Günnar	26	Trabzon	M	Adnan	Günnar	AKP	
Adnan.Günnar	27	Trabzon	M	Adnan	Günnar	AKP	
Adnan.Keskin	24	Denizli	M	Adnan	Keskin	CHP	
AdnanŞefik.Çirkin	24	Hatay	M	Adnan Şefik	Çirkin	MHP	
AdnanŞefik.Çirkin	25	Hatay	M	Adnan Şefik	Çirkin	MHP	
AdnanSelçuk.Mızraklı	27	Diyarbakır	M	Adnan Selçuk	Mızraklı	HDP	Milletvekilliğinden istifa
Adnan.Uçaş	21	Amasya	M	Adnan	Uçaş	MHP	
Adnan.Yılmaz	24	Erzurum	M	Adnan	Yılmaz	AKP	
Adnan.Yılmaz	25	Erzurum	M	Adnan	Yılmaz	AKP	
Afif.Demirkıran	22	Batman	M	Afif	Demirkıran	AKP	
Afif.Demirkıran	23	Siirt	M	Afif	Demirkıran	AKP	
Afif.Demirkıran	24	Siirt	M	Afif	Demirkıran	AKP	
Agah.Kafkas	22	Çorum	M	Agah	Kafkas	AKP	
Agah.Kafkas	23	Çorum	M	Agah	Kafkas	AKP	
AgahOktay.Güner	21	Balıkesir	M	Agah Oktay	Güner	ANAP	
Ahmet.Akay	27	Şanlıurfa	M	Ahmet	Akay	AKP	
Ahmet.Akın	25	Balıkesir	M	Ahmet	Akın	CHP	
Ahmet.Akın	26	Balıkesir	M	Ahmet	Akın	CHP	
Ahmet.Akın	27	Balıkesir	M	Ahmet	Akın	CHP	
Ahmet.Arkan	21	Kocaeli	M	Ahmet	Arkan	DSP	
Ahmet.Arslan	24	Kars	M	Ahmet	Arslan	AKP	
Ahmet.Arslan	26	Kars	M	Ahmet	Arslan	AKP	
Ahmet.Arslan	27	Kars	M	Ahmet	Arslan	AKP	
Ahmet.Aydın	21	Samsun	M	Ahmet	Aydın	MHP	
Ahmet.Aydın	23	Adıyaman	M	Ahmet	Aydın	AKP	
Ahmet.Aydın	24	Adıyaman	M	Ahmet	Aydın	AKP	
Ahmet.Aydın	25	Adıyaman	M	Ahmet	Aydın	AKP	
Ahmet.Aydın	26	Adıyaman	M	Ahmet	Aydın	AKP	
Ahmet.Aydın	27	Adıyaman	M	Ahmet	Aydın	AKP	
Ahmet.Aydoğmuş	23	Çorum	M	Ahmet	Aydoğmuş	AKP	
AhmetBaha.Öğütken	24	İstanbul	M	Ahmet Baha	Öğütken	AKP	
AhmetBerat.Çonkar	24	İstanbul	M	Ahmet Berat	Çonkar	AKP	
AhmetBerat.Çonkar	25	İstanbul	M	Ahmet Berat	Çonkar	AKP	
AhmetBerat.Çonkar	26	İstanbul	M	Ahmet Berat	Çonkar	AKP	
AhmetBerat.Çonkar	27	İstanbul	M	Ahmet Berat	Çonkar	AKP	
Ahmet.Bukan	23	Çankırı	M	Ahmet	Bukan	MHP	
Ahmet.Büyükakkaşlar	22	Konya	M	Ahmet	Büyükakkaşlar	AKP	
Ahmet.Büyükakkaşlar	23	Konya	M	Ahmet	Büyükakkaşlar	AKP	
Ahmet.Büyükgümüş	27	Yalova	M	Ahmet	Büyükgümüş	AKP	
Ahmet.Çağlayan	22	Uşak	M	Ahmet	Çağlayan	AKP	
Ahmet.Çakar	21	İstanbul	M	Ahmet	Çakar	MHP	
Ahmet.Çakır	27	Malatya	M	Ahmet	Çakır	AKP	
Ahmet.Çelik	27	İstanbul	M	Ahmet	Çelik	IYI	
AhmetCemil.Tunç	21	Elazığ	M	Ahmet Cemil	Tunç	FAZILET	
Ahmet.Çolakoğlu	27	Zonguldak	M	Ahmet	Çolakoğlu	AKP	
Ahmet.Davutoğlu	24	Konya	M	Ahmet	Davutoğlu	AKP	
Ahmet.Davutoğlu	25	Konya	M	Ahmet	Davutoğlu	AKP	
Ahmet.Davutoğlu	26	Konya	M	Ahmet	Davutoğlu	AKP	
Ahmet.Demircan	21	Samsun	M	Ahmet	Demircan	FAZILET	
Ahmet.Demircan	25	Samsun	M	Ahmet	Demircan	AKP	
Ahmet.Demircan	26	Samsun	M	Ahmet	Demircan	AKP	
Ahmet.Demircan	27	Samsun	M	Ahmet	Demircan	AKP	
AhmetDeniz.Bölükbaşı	23	Ankara	M	Ahmet Deniz	Bölükbaşı	MHP	
Ahmet.Derin	21	Kütahya	M	Ahmet	Derin	FAZILET	
Ahmet.Doğan	25	Kayseri	M	Ahmet	Doğan	AKP	
AhmetDuran.Bulut	23	Balıkesir	M	Ahmet Duran	Bulut	MHP	
AhmetDuran.Bulut	24	Balıkesir	M	Ahmet Duran	Bulut	MHP	
AhmetEdip.Uğur	22	Balıkesir	M	Ahmet Edip	Uğur	AKP	
AhmetEdip.Uğur	23	Balıkesir	M	Ahmet Edip	Uğur	AKP	
AhmetEdip.Uğur	24	Balıkesir	M	Ahmet Edip	Uğur	AKP	
Ahmet.Erbaş	27	Kütahya	M	Ahmet	Erbaş	MHP	
AhmetErdal.Feralan	23	Nevşehir	M	Ahmet Erdal	Feralan	AKP	
AhmetErdal.Feralan	24	Nevşehir	M	Ahmet Erdal	Feralan	AKP	
AhmetErol.Ersoy	21	Yozgat	M	Ahmet Erol	Ersoy	MHP	
Ahmet.Ersin	22	İzmir	M	Ahmet	Ersin	CHP	
Ahmet.Ersin	23	İzmir	M	Ahmet	Ersin	CHP	
Ahmet.Ertürk	22	Aydın	M	Ahmet	Ertürk	AKP	
Ahmet.Ertürk	23	Aydın	M	Ahmet	Ertürk	AKP	
AhmetEşref.Fakıbaba	25	Şanlıurfa	M	Ahmet Eşref	Fakıbaba	AKP	
AhmetEşref.Fakıbaba	26	Şanlıurfa	M	Ahmet Eşref	Fakıbaba	AKP	
AhmetEşref.Fakıbaba	27	Şanlıurfa	M	Ahmet Eşref	Fakıbaba	AKP	
AhmetFaruk.Ünsal	22	Adıyaman	M	Ahmet Faruk	Ünsal	AKP	
AhmetGökhan.Sarıçam	22	Kırklareli	M	Ahmet Gökhan	Sarıçam	AKP	
AhmetGökhan.Sarıçam	23	Kırklareli	M	Ahmet Gökhan	Sarıçam	AKP	
Ahmet.Gündoğdu	25	Ankara	M	Ahmet	Gündoğdu	AKP	
Ahmet.Gündoğdu	26	Ankara	M	Ahmet	Gündoğdu	AKP	
AhmetGüryüz.Ketenci	22	İstanbul	M	Ahmet Güryüz	Ketenci	CHP	
Ahmet.Güzel	21	İstanbul	M	Ahmet	Güzel	DSP	
AhmetHaldun.Ertürk	24	İstanbul	M	Ahmet Haldun	Ertürk	AKP	
AhmetHaluk.Koç	24	Samsun	M	Ahmet Haluk	Koç	CHP	
AhmetHaluk.Koç	25	Ankara	M	Ahmet Haluk	Koç	CHP	
AhmetHaluk.Koç	26	Ankara	M	Ahmet Haluk	Koç	CHP	
AhmetHaluk.Koç	27	Ankara	M	Ahmet Haluk	Koç	CHP	
AhmetHamdi.Çamlı	26	İstanbul	M	Ahmet Hamdi	Çamlı	AKP	
AhmetHamdi.Çamlı	27	İstanbul	M	Ahmet Hamdi	Çamlı	AKP	
Ahmetİhsan.Kalkavan	24	Samsun	M	Ahmet İhsan	Kalkavan	CHP	
Ahmet.İnal	22	Batman	M	Ahmet	İnal	AKP	
Ahmet.İnal	23	Batman	M	Ahmet	İnal	AKP	
Ahmet.Işık	22	Konya	M	Ahmet	Işık	AKP	
Ahmetİsmet.Çanakcı	22	Ankara	M	Ahmet İsmet	Çanakcı	CHP	
Ahmet.İyimaya	21	Amasya	M	Ahmet	İyimaya	DYP	
Ahmet.İyimaya	23	Ankara	M	Ahmet	İyimaya	AKP	
Ahmet.İyimaya	24	Ankara	M	Ahmet	İyimaya	AKP	
Ahmet.İyimaya	25	Ankara	M	Ahmet	İyimaya	AKP	
Ahmet.İyimaya	26	Ankara	M	Ahmet	İyimaya	AKP	
Ahmet.Kabil	21	Rize	M	Ahmet	Kabil	ANAP	
Ahmet.Kambur	22	Tekirdağ	M	Ahmet	Kambur	AKP	
AhmetKamil.Erozan	27	Bursa	M	Ahmet Kamil	Erozan	IYI	
Ahmet.Karavar	21	Şanlıurfa	M	Ahmet	Karavar	FAZILET	
Ahmet.Kaya	27	Trabzon	M	Ahmet	Kaya	CHP	
AhmetKenan.Tanrıkulu	21	İzmir	M	Ahmet Kenan	Tanrıkulu	MHP	
AhmetKenan.Tanrıkulu	23	İzmir	M	Ahmet Kenan	Tanrıkulu	MHP	
AhmetKenan.Tanrıkulu	24	İzmir	M	Ahmet Kenan	Tanrıkulu	MHP	
AhmetKenan.Tanrıkulu	25	İzmir	M	Ahmet Kenan	Tanrıkulu	MHP	
AhmetKenan.Tanrıkulu	26	İzmir	M	Ahmet Kenan	Tanrıkulu	MHP	
Ahmet.Kılıç	27	Bursa	M	Ahmet	Kılıç	AKP	
Ahmet.Koca	22	Afyonkarahisar	M	Ahmet	Koca	AKP	
Ahmet.Koca	23	Afyonkarahisar	M	Ahmet	Koca	AKP	
Ahmet.Küçük	22	Çanakkale	M	Ahmet	Küçük	CHP	
Ahmet.Küçük	23	Çanakkale	M	Ahmet	Küçük	CHP	
AhmetKutalmış.Türkeş	24	İstanbul	M	Ahmet Kutalmış	Türkeş	AKP	
AhmetMesut.Yılmaz	23	Rize	M	Ahmet Mesut	Yılmaz	Bağımsız	
AhmetMücahit.Arınç	27	İstanbul	M	Ahmet Mücahit	Arınç	AKP	
AhmetMünir.Erkal	22	Malatya	M	Ahmet Münir	Erkal	AKP	
AhmetNurettin.Aydın	21	Siirt	M	Ahmet Nurettin	Aydın	FAZILET	
Ahmet.Öksüzkaya	23	Kayseri	M	Ahmet	Öksüzkaya	AKP	
Ahmet.Öksüzkaya	24	Kayseri	M	Ahmet	Öksüzkaya	AKP	Bağımsız
Ahmet.Önal	27	Kırıkkale	M	Ahmet	Önal	CHP	
Ahmet.Orhan	23	Manisa	M	Ahmet	Orhan	MHP	
Ahmet.Özal	21	Malatya	M	Ahmet	Özal	Bağımsız	
Ahmet.Özdemir	27	Kahramanmaraş	M	Ahmet	Özdemir	AKP	
Ahmet.Özyürek	27	Sivas	M	Ahmet	Özyürek	MHP	
AhmetRıza.Acar	22	Aydın	M	Ahmet Rıza	Acar	AKP	
AhmetSalih.Dal	24	Kilis	M	Ahmet Salih	Dal	AKP	
AhmetSalih.Dal	27	Kilis	M	Ahmet Salih	Dal	AKP	
AhmetSami.Ceylan	26	Çorum	M	Ahmet Sami	Ceylan	AKP	
AhmetSami.Ceylan	27	Çorum	M	Ahmet Sami	Ceylan	AKP	
AhmetSancar.Sayın	21	Antalya	M	Ahmet Sancar	Sayın	DSP	
AhmetSelim.Yurdakul	25	Antalya	M	Ahmet Selim	Yurdakul	MHP	
AhmetSelim.Yurdakul	26	Antalya	M	Ahmet Selim	Yurdakul	MHP	
Ahmet.Şık	27	İstanbul	M	Ahmet	Şık	HDP	Bağımsız
AhmetSırrı.Özbek	22	İstanbul	M	Ahmet Sırrı	Özbek	CHP	
Ahmet.Sorgun	26	Konya	M	Ahmet	Sorgun	AKP	
Ahmet.Sorgun	27	Konya	M	Ahmet	Sorgun	AKP	
Ahmet.Sünnetçioğlu	21	Bursa	M	Ahmet	Sünnetçioğlu	FAZILET	
Ahmet.Tan	21	İstanbul	M	Ahmet	Tan	DSP	
Ahmet.Tan	23	İstanbul	M	Ahmet	Tan	CHP	
Ahmet.Tan	26	Kütahya	M	Ahmet	Tan	AKP	
Ahmet.Tan	27	Kütahya	M	Ahmet	Tan	AKP	
AhmetTevfik.Uzun	24	Mersin	M	Ahmet Tevfik	Uzun	AKP	
Ahmet.Toptaş	24	Afyonkarahisar	M	Ahmet	Toptaş	CHP	
AhmetTuncay.Özkan	25	İzmir	M	Ahmet Tuncay	Özkan	CHP	
AhmetTuncay.Özkan	27	İzmir	M	Ahmet Tuncay	Özkan	CHP	
Ahmet.Türk	23	Mardin	M	Ahmet	Türk	Bağımsız	
Ahmet.Türk	24	Mardin	M	Ahmet	Türk	Bağımsız	HDP
AhmetÜnal.Çeviköz	27	İstanbul	M	Ahmet Ünal	Çeviköz	CHP	
Ahmet.Uzer	22	Gaziantep	M	Ahmet	Uzer	AKP	
Ahmet.Uzer	26	Gaziantep	M	Ahmet	Uzer	AKP	
Ahmet.Uzer	27	Gaziantep	M	Ahmet	Uzer	AKP	
AhmetVehbi.Bakırlıoğlu	27	Manisa	M	Ahmet Vehbi	Bakırlıoğlu	CHP	
Ahmet.Yaşar	22	Aksaray	M	Ahmet	Yaşar	AKP	
Ahmet.Yeni	22	Samsun	M	Ahmet	Yeni	AKP	
Ahmet.Yeni	23	Samsun	M	Ahmet	Yeni	AKP	
Ahmet.Yeni	24	Samsun	M	Ahmet	Yeni	AKP	
Ahmet.Yıldırım	25	Muş	M	Ahmet	Yıldırım	HDP	
Ahmet.Yıldırım	26	Muş	M	Ahmet	Yıldırım	HDP	Milletvekilliğinin düşmesi
Ahmet.Yıldız	27	Denizli	M	Ahmet	Yıldız	AKP	
Ahmet.Yılmazkaya	22	Gaziantep	M	Ahmet	Yılmazkaya	CHP	
Ahmet.Zamantılı	21	Tekirdağ	M	Ahmet	Zamantılı	DSP	
Ahmet.Zenbilci	27	Adana	M	Ahmet	Zenbilci	AKP	
AhmetZiya.Aktaş	21	İstanbul	M	Ahmet Ziya	Aktaş	DSP	
Akif.Akkuş	23	Mersin	M	Akif	Akkuş	MHP	
AkifÇağatay.Kılıç	24	Samsun	M	Akif Çağatay	Kılıç	AKP	
AkifÇağatay.Kılıç	25	Samsun	M	Akif Çağatay	Kılıç	AKP	
AkifÇağatay.Kılıç	26	Samsun	M	Akif Çağatay	Kılıç	AKP	
AkifÇağatay.Kılıç	27	İstanbul	M	Akif Çağatay	Kılıç	AKP	
Akif.Ekici	23	Gaziantep	M	Akif	Ekici	CHP	
Akif.Ekici	26	Gaziantep	M	Akif	Ekici	CHP	
Akif.Gülle	21	Amasya	M	Akif	Gülle	FAZILET	
Akif.Gülle	22	Amasya	M	Akif	Gülle	AKP	
Akif.Gülle	23	Amasya	M	Akif	Gülle	AKP	
Akif.Hamzaçebi	22	Trabzon	M	Akif	Hamzaçebi	CHP	
Akif.Hamzaçebi	23	Trabzon	M	Akif	Hamzaçebi	CHP	
Akif.Serin	21	Mersin	M	Akif	Serin	DSP	
Akın.Birdal	23	Diyarbakır	M	Akın	Birdal	Bağımsız	
Akın.Üstündağ	25	Muğla	M	Akın	Üstündağ	CHP	
Akın.Üstündağ	26	Muğla	M	Akın	Üstündağ	CHP	
Alaattin.Büyükkaya	22	İstanbul	M	Alaattin	Büyükkaya	AKP	
Alaattin.Büyükkaya	23	İstanbul	M	Alaattin	Büyükkaya	AKP	
AlaattinSever.Aydın	21	Batman	M	Alaattin Sever	Aydın	FAZILET	
Alaattin.Yüksel	24	İzmir	M	Alaattin	Yüksel	CHP	
Alaettin.Güven	22	Kütahya	M	Alaettin	Güven	AKP	
Alev.Dedegil	23	İstanbul	F	Alev	Dedegil	AKP	
Alev.Dedegil	24	İstanbul	F	Alev	Dedegil	AKP	
Alev.Dedegil	25	İstanbul	F	Alev	Dedegil	AKP	
Alev.Dedegil	27	İstanbul	F	Alev	Dedegil	AKP	
Algan.Hacaloğlu	22	İstanbul	M	Algan	Hacaloğlu	CHP	
Algan.Hacaloğlu	23	İstanbul	M	Algan	Hacaloğlu	CHP	
AliAhmet.Ertürk	21	Edirne	M	Ali Ahmet	Ertürk	DSP	
Ali.Akyıldız	25	Sivas	M	Ali	Akyıldız	CHP	
Ali.Akyıldız	26	Sivas	M	Ali	Akyıldız	CHP	
Ali.Arabacı	21	Bursa	M	Ali	Arabacı	DSP	
Ali.Arslan	22	Muğla	M	Ali	Arslan	CHP	
Ali.Arslan	23	Muğla	M	Ali	Arslan	CHP	
Ali.Aşlık	24	İzmir	M	Ali	Aşlık	AKP	
Ali.Atalan	25	Batman	M	Ali	Atalan	HDP	
Ali.Atalan	26	Mardin	M	Ali	Atalan	HDP	
Ali.Ayağ	22	Edirne	M	Ali	Ayağ	AKP	
AliAydın.Dumanoğlu	22	Trabzon	M	Ali Aydın	Dumanoğlu	AKP	
Ali.Aydınlıoğlu	22	Balıkesir	M	Ali	Aydınlıoğlu	AKP	
Ali.Aydınlıoğlu	24	Balıkesir	M	Ali	Aydınlıoğlu	AKP	
Ali.Aydınlıoğlu	25	Balıkesir	M	Ali	Aydınlıoğlu	AKP	
Ali.Aydınlıoğlu	26	Balıkesir	M	Ali	Aydınlıoğlu	AKP	
Ali.Babacan	22	Ankara	M	Ali	Babacan	AKP	
Ali.Babacan	23	Ankara	M	Ali	Babacan	AKP	
Ali.Babacan	24	Ankara	M	Ali	Babacan	AKP	
Ali.Babacan	26	Ankara	M	Ali	Babacan	AKP	
Ali.Boğa	24	Muğla	M	Ali	Boğa	AKP	
Alican.Önlü	25	Tunceli	M	Alican	Önlü	HDP	
Alican.Önlü	26	Tunceli	M	Alican	Önlü	HDP	
Alican.Önlü	27	Tunceli	M	Alican	Önlü	HDP	
Ali.Coşkun	21	İstanbul	M	Ali	Coşkun	FAZILET	
Ali.Coşkun	22	İstanbul	M	Ali	Coşkun	AKP	
AliCumhur.Taşkın	26	Mersin	M	Ali Cumhur	Taşkın	AKP	
AliCumhur.Taşkın	27	Mersin	M	Ali Cumhur	Taşkın	AKP	
AliCumhur.Yaka	22	Muğla	M	Ali Cumhur	Yaka	CHP	
Ali.Demirçalı	24	Adana	M	Ali	Demirçalı	CHP	
Ali.Dinçer	22	Bursa	M	Ali	Dinçer	CHP	
Ali.Doğan	21	Kahramanmaraş	M	Ali	Doğan	ANAP	
AliEmre.Kocaoğlu	21	İstanbul	M	Ali Emre	Kocaoğlu	ANAP	
Ali.Er	21	Mersin	M	Ali	Er	ANAP	
Ali.Er	22	Mersin	M	Ali	Er	AKP	
Ali.Er	23	Mersin	M	Ali	Er	AKP	
Ali.Ercoşkun	24	Bolu	M	Ali	Ercoşkun	AKP	
Ali.Ercoşkun	25	Bolu	M	Ali	Ercoşkun	AKP	
Ali.Ercoşkun	26	Bolu	M	Ali	Ercoşkun	AKP	
AliFazıl.Kasap	27	Kütahya	M	Ali Fazıl	Kasap	CHP	
Ali.Gebeş	21	Konya	M	Ali	Gebeş	MHP	
Ali.Gören	21	Adana	M	Ali	Gören	FAZILET	
AliGültekin.Kılınç	24	Aydın	M	Ali Gültekin	Kılınç	AKP	
Ali.Günay	21	Hatay	M	Ali	Günay	DSP	
Ali.Güner	21	Iğdır	M	Ali	Güner	FAZILET	
Ali.Güner	23	Iğdır	M	Ali	Güner	AKP	
Ali.Güngör	21	Mersin	M	Ali	Güngör	MHP	
Ali.Halaman	21	Adana	M	Ali	Halaman	MHP	
Ali.Halaman	24	Adana	M	Ali	Halaman	MHP	
AliHaydar.Hakverdi	25	Ankara	M	Ali Haydar	Hakverdi	CHP	
AliHaydar.Hakverdi	26	Ankara	M	Ali Haydar	Hakverdi	CHP	
AliHaydar.Hakverdi	27	Ankara	M	Ali Haydar	Hakverdi	CHP	
AliHaydar.Konca	25	Kocaeli	M	Ali Haydar	Konca	HDP	
AliHaydar.Öner	24	Isparta	M	Ali Haydar	Öner	CHP	
Ali.İbiş	22	İstanbul	M	Ali	İbiş	AKP	
Aliİhsan.Arslan	25	Ankara	M	Ali İhsan	Arslan	AKP	
Aliİhsan.Arslan	26	Ankara	M	Ali İhsan	Arslan	AKP	
Aliİhsan.Arslan	27	Ankara	M	Ali İhsan	Arslan	AKP	
Aliİhsan.Köktürk	23	Zonguldak	M	Ali İhsan	Köktürk	CHP	
Aliİhsan.Köktürk	24	Zonguldak	M	Ali İhsan	Köktürk	CHP	
